,0
375,-0.0012317204301077744
376,-0.027038172043010844
377,-0.052844623655914136
378,-0.05607043010752699
379,-0.043167204301075346
380,-0.027038172043010844
381,-0.017360752688172276
382,-0.010909139784946342
383,-0.010909139784946342
384,-0.017360752688172276
385,-0.023812365591397988
386,-0.030263978494623922
387,-0.027038172043010844
388,-0.023812365591397988
389,-0.023812365591397988
390,-0.030263978494623922
391,-0.03994139784946249
392,-0.05929623655914007
393,-0.08510268817204314
394,-0.10445752688172072
395,-0.10123172043010764
396,-0.08187688172043028
397,-0.06574784946236578
398,-0.052844623655914136
399,-0.043167204301075346
400,-0.043167204301075346
401,-0.052844623655914136
402,-0.06574784946236578
403,-0.06897365591397864
404,-0.06574784946236578
405,-0.05607043010752699
406,-0.05607043010752699
407,-0.06897365591397864
408,-0.08510268817204314
409,-0.10445752688172072
410,-0.13348978494623664
411,-0.1463930107526883
412,-0.13348978494623664
413,-0.11090913978494643
414,-0.09478010752688193
415,-0.08187688172043028
416,-0.07542526881720457
417,-0.08187688172043028
418,-0.09155430107526907
419,-0.10445752688172072
420,-0.10445752688172072
421,-0.09478010752688193
422,-0.09155430107526907
423,-0.09478010752688193
424,-0.10445752688172072
425,-0.11413494623655929
426,-0.13671559139784972
427,-0.15929623655913994
428,-0.15929623655913994
429,-0.13671559139784972
430,-0.11736075268817214
431,-0.10123172043010764
432,-0.088328494623656
433,-0.08510268817204314
434,-0.09155430107526907
435,-0.10123172043010764
436,-0.10123172043010764
437,-0.09155430107526907
438,-0.08187688172043028
439,-0.08187688172043028
440,-0.08187688172043028
441,-0.088328494623656
442,-0.10445752688172072
443,-0.1302639784946238
444,-0.1463930107526883
445,-0.13671559139784972
446,-0.11736075268817214
447,-0.09800591397849479
448,-0.08187688172043028
449,-0.06897365591397864
450,-0.06897365591397864
451,-0.07542526881720457
452,-0.08510268817204314
453,-0.08510268817204314
454,-0.07542526881720457
455,-0.06897365591397864
456,-0.06897365591397864
457,-0.06897365591397864
458,-0.08187688172043028
459,-0.10445752688172072
460,-0.1302639784946238
461,-0.13671559139784972
462,-0.12381236559139808
463,-0.10123172043010764
464,-0.08510268817204314
465,-0.07542526881720457
466,-0.06574784946236578
467,-0.06897365591397864
468,-0.07865107526881743
469,-0.08510268817204314
470,-0.08187688172043028
471,-0.0721994623655915
472,-0.06574784946236578
473,-0.06897365591397864
474,-0.07865107526881743
475,-0.09155430107526907
476,-0.11090913978494643
477,-0.13348978494623664
478,-0.1302639784946238
479,-0.11736075268817214
480,-0.10123172043010764
481,-0.08187688172043028
482,-0.06897365591397864
483,-0.06574784946236578
484,-0.06897365591397864
485,-0.07865107526881743
486,-0.088328494623656
487,-0.07865107526881743
488,-0.06897365591397864
489,-0.06897365591397864
490,-0.0721994623655915
491,-0.08187688172043028
492,-0.10123172043010764
493,-0.12381236559139808
494,-0.13994139784946258
495,-0.1302639784946238
496,-0.11090913978494643
497,-0.09478010752688193
498,-0.08187688172043028
499,-0.06897365591397864
500,-0.06897365591397864
501,-0.07542526881720457
502,-0.07865107526881743
503,-0.07865107526881743
504,-0.06574784946236578
505,-0.05929623655914007
506,-0.05929623655914007
507,-0.06897365591397864
508,-0.08187688172043028
509,-0.09800591397849479
510,-0.12381236559139808
511,-0.13348978494623664
512,-0.11413494623655929
513,-0.09155430107526907
514,-0.07865107526881743
515,-0.06574784946236578
516,-0.05929623655914007
517,-0.06252204301075293
518,-0.0721994623655915
519,-0.07865107526881743
520,-0.06897365591397864
521,-0.05607043010752699
522,-0.04961881720430128
523,-0.05607043010752699
524,-0.06252204301075293
525,-0.07865107526881743
526,-0.10123172043010764
527,-0.12381236559139808
528,-0.12058655913978522
529,-0.10445752688172072
530,-0.08187688172043028
531,-0.06574784946236578
532,-0.05607043010752699
533,-0.04961881720430128
534,-0.052844623655914136
535,-0.05929623655914007
536,-0.05929623655914007
537,-0.05607043010752699
538,-0.046393010752688424
539,-0.046393010752688424
540,-0.052844623655914136
541,-0.05929623655914007
542,-0.07865107526881743
543,-0.10445752688172072
544,-0.12381236559139808
545,-0.11090913978494643
546,-0.088328494623656
547,-0.0721994623655915
548,-0.05929623655914007
549,-0.04961881720430128
550,-0.04961881720430128
551,-0.05607043010752699
552,-0.06574784946236578
553,-0.06574784946236578
554,-0.05607043010752699
555,-0.043167204301075346
556,-0.043167204301075346
557,-0.046393010752688424
558,-0.05607043010752699
559,-0.07542526881720457
560,-0.09478010752688193
561,-0.10123172043010764
562,-0.08187688172043028
563,-0.05607043010752699
564,-0.03994139784946249
565,-0.027038172043010844
566,-0.017360752688172276
567,-0.017360752688172276
568,-0.023812365591397988
569,-0.03348978494623678
570,-0.027038172043010844
571,-0.017360752688172276
572,-0.01413494623655942
573,-0.017360752688172276
574,-0.023812365591397988
575,-0.036715591397849634
576,-0.05929623655914007
577,-0.08187688172043028
578,-0.07865107526881743
579,-0.05929623655914007
580,-0.03994139784946249
581,-0.027038172043010844
582,-0.01413494623655942
583,-0.010909139784946342
584,-0.017360752688172276
585,-0.030263978494623922
586,-0.036715591397849634
587,-0.030263978494623922
588,-0.017360752688172276
589,-0.017360752688172276
590,-0.023812365591397988
591,-0.03348978494623678
592,-0.05929623655914007
593,-0.08510268817204314
594,-0.10123172043010764
595,-0.088328494623656
596,-0.06897365591397864
597,-0.052844623655914136
598,-0.043167204301075346
599,-0.036715591397849634
600,-0.03994139784946249
601,-0.05607043010752699
602,-0.06574784946236578
603,-0.06574784946236578
604,-0.05607043010752699
605,-0.05607043010752699
606,-0.05607043010752699
607,-0.06574784946236578
608,-0.08187688172043028
609,-0.10445752688172072
610,-0.1302639784946238
611,-0.13671559139784972
612,-0.12058655913978522
613,-0.10123172043010764
614,-0.08510268817204314
615,-0.0721994623655915
616,-0.06574784946236578
617,-0.06897365591397864
618,-0.07865107526881743
619,-0.08510268817204314
620,-0.08187688172043028
621,-0.06897365591397864
622,-0.06574784946236578
623,-0.0721994623655915
624,-0.07865107526881743
625,-0.09800591397849479
626,-0.12058655913978522
627,-0.13994139784946258
628,-0.1302639784946238
629,-0.10768333333333358
630,-0.09155430107526907
631,-0.07865107526881743
632,-0.06897365591397864
633,-0.06897365591397864
634,-0.07542526881720457
635,-0.08187688172043028
636,-0.08187688172043028
637,-0.07542526881720457
638,-0.06252204301075293
639,-0.06252204301075293
640,-0.06574784946236578
641,-0.07542526881720457
642,-0.09155430107526907
643,-0.11090913978494643
644,-0.12703817204301093
645,-0.11736075268817214
646,-0.09478010752688193
647,-0.07865107526881743
648,-0.06252204301075293
649,-0.052844623655914136
650,-0.052844623655914136
651,-0.06252204301075293
652,-0.0721994623655915
653,-0.06897365591397864
654,-0.05607043010752699
655,-0.046393010752688424
656,-0.04961881720430128
657,-0.05607043010752699
658,-0.0721994623655915
659,-0.09155430107526907
660,-0.11736075268817214
661,-0.12058655913978522
662,-0.10123172043010764
663,-0.07865107526881743
664,-0.06252204301075293
665,-0.04961881720430128
666,-0.03994139784946249
667,-0.043167204301075346
668,-0.052844623655914136
669,-0.05607043010752699
670,-0.046393010752688424
671,-0.030263978494623922
672,-0.030263978494623922
673,-0.036715591397849634
674,-0.043167204301075346
675,-0.06252204301075293
676,-0.08510268817204314
677,-0.10445752688172072
678,-0.10123172043010764
679,-0.07542526881720457
680,-0.04961881720430128
681,-0.027038172043010844
682,-0.01413494623655942
683,-0.007683333333333486
684,-0.00445752688172063
685,-0.0012317204301077744
686,0.0019940860215053036
687,0.024574731182795517
688,0.04715537634408573
689,0.06328440860215045
690,0.07296182795698902
691,0.07296182795698902
692,0.06328440860215045
693,0.05038118279569881
694,0.043929569892472875
695,0.06328440860215045
696,0.10199408602150517
697,0.1245747311827956
698,0.13425215053763417
699,0.13425215053763417
700,0.11812311827956967
701,0.08586505376344067
702,0.06005860215053738
703,0.05038118279569881
704,0.04715537634408573
705,0.043929569892472875
706,0.03102634408602123
707,0.014897311827956727
708,-0.00445752688172063
709,-0.03994139784946249
710,-0.0721994623655915
711,-0.07542526881720457
712,-0.05929623655914007
713,-0.043167204301075346
714,-0.036715591397849634
715,-0.03994139784946249
716,-0.05607043010752699
717,-0.08187688172043028
718,-0.11736075268817214
719,-0.14961881720430115
720,-0.15929623655913994
721,-0.15929623655913994
722,-0.1625220430107528
723,-0.17219946236559158
724,-0.18510268817204323
725,-0.20768333333333344
726,-0.23348978494623673
727,-0.2625220430107529
728,-0.26574784946236574
729,-0.25929623655914
730,-0.25929623655914
731,-0.25607043010752717
732,-0.2528446236559141
733,-0.25929623655914
734,-0.2689736559139786
735,-0.2851026881720431
736,-0.2883284946236562
737,-0.27219946236559167
738,-0.25607043010752717
739,-0.24639301075268838
740,-0.24316720430107552
741,-0.24639301075268838
742,-0.25607043010752717
743,-0.27219946236559167
744,-0.27219946236559167
745,-0.24639301075268838
746,-0.20768333333333344
747,-0.1786510752688173
748,-0.15284462365591422
749,-0.13671559139784972
750,-0.1302639784946238
751,-0.12703817204301093
752,-0.12703817204301093
753,-0.11736075268817214
754,-0.09478010752688193
755,-0.0721994623655915
756,-0.06574784946236578
757,-0.06252204301075293
758,-0.06897365591397864
759,-0.07865107526881743
760,-0.09155430107526907
761,-0.08510268817204314
762,-0.05929623655914007
763,-0.027038172043010844
764,-0.0012317204301077744
765,0.014897311827956727
766,0.024574731182795517
767,0.024574731182795517
768,0.018123118279569805
769,0.014897311827956727
770,0.024574731182795517
771,0.03425215053763431
772,0.04070376344086002
773,0.04070376344086002
774,0.03747795698924716
775,0.024574731182795517
776,0.0019940860215053036
777,-0.01413494623655942
778,-0.00445752688172063
779,0.018123118279569805
780,0.04070376344086002
781,0.06005860215053738
782,0.07296182795698902
783,0.07296182795698902
784,0.06328440860215045
785,0.05038118279569881
786,0.05038118279569881
787,0.05683279569892452
788,0.06651021505376331
789,0.06973602150537617
790,0.06328440860215045
791,0.05038118279569881
792,0.03425215053763431
793,0.008445698924731015
794,-0.0012317204301077744
795,0.014897311827956727
796,0.03747795698924716
797,0.05683279569892452
798,0.06973602150537617
799,0.07941344086021496
800,0.07941344086021496
801,0.07296182795698902
802,0.06328440860215045
803,0.06651021505376331
804,0.07618763440860188
805,0.07941344086021496
806,0.07296182795698902
807,0.06328440860215045
808,0.05038118279569881
809,0.027800537634408373
810,0.0019940860215053036
811,0.0019940860215053036
812,0.02134892473118266
813,0.043929569892472875
814,0.06005860215053738
815,0.06973602150537617
816,0.07618763440860188
817,0.07296182795698902
818,0.06005860215053738
819,0.053606989247311665
820,0.05683279569892452
821,0.06651021505376331
822,0.06651021505376331
823,0.06005860215053738
824,0.05683279569892452
825,0.043929569892472875
826,0.02134892473118266
827,0.0052198924731181595
828,0.011671505376343871
829,0.04070376344086002
830,0.06328440860215045
831,0.08263924731182781
832,0.09554247311827946
833,0.09876827956989231
834,0.09231666666666638
835,0.08263924731182781
836,0.08586505376344067
837,0.09231666666666638
838,0.10521989247311803
839,0.10521989247311803
840,0.10199408602150517
841,0.09231666666666638
842,0.07296182795698902
843,0.043929569892472875
844,0.03747795698924716
845,0.05683279569892452
846,0.07941344086021496
847,0.09876827956989231
848,0.11489731182795682
849,0.13102634408602132
850,0.12780053763440846
851,0.1245747311827956
852,0.11489731182795682
853,0.1245747311827956
854,0.1407037634408601
855,0.15038118279569868
856,0.14715537634408582
857,0.14392956989247296
858,0.13102634408602132
859,0.11489731182795682
860,0.09554247311827946
861,0.09554247311827946
862,0.11812311827956967
863,0.1407037634408601
864,0.16328440860215032
865,0.17618763440860197
866,0.18263924731182768
867,0.18263924731182768
868,0.17618763440860197
869,0.16973602150537626
870,0.17941344086021482
871,0.1890908602150536
872,0.19231666666666647
873,0.1890908602150536
874,0.17941344086021482
875,0.16005860215053747
876,0.13425215053763417
877,0.11489731182795682
878,0.12134892473118253
879,0.14392956989247296
880,0.16005860215053747
881,0.1729618279569891
882,0.17941344086021482
883,0.17941344086021482
884,0.16973602150537626
885,0.1568327956989246
886,0.15360698924731175
887,0.16328440860215032
888,0.16973602150537626
889,0.16328440860215032
890,0.15038118279569868
891,0.13102634408602132
892,0.10521989247311803
893,0.07941344086021496
894,0.07296182795698902
895,0.07941344086021496
896,0.09554247311827946
897,0.1084456989247311
898,0.12134892473118253
899,0.12780053763440846
900,0.11489731182795682
901,0.10199408602150517
902,0.08586505376344067
903,0.08909086021505352
904,0.09231666666666638
905,0.08909086021505352
906,0.07618763440860188
907,0.06973602150537617
908,0.04715537634408573
909,0.02134892473118266
910,-0.00445752688172063
911,-0.00445752688172063
912,0.011671505376343871
913,0.027800537634408373
914,0.043929569892472875
915,0.05038118279569881
916,0.053606989247311665
917,0.043929569892472875
918,0.027800537634408373
919,0.02134892473118266
920,0.024574731182795517
921,0.03425215053763431
922,0.03425215053763431
923,0.027800537634408373
924,0.014897311827956727
925,-0.007683333333333486
926,-0.036715591397849634
927,-0.05607043010752699
928,-0.04961881720430128
929,-0.027038172043010844
930,-0.017360752688172276
931,-0.007683333333333486
932,0.0019940860215053036
933,-0.0012317204301077744
934,-0.010909139784946342
935,-0.023812365591397988
936,-0.027038172043010844
937,-0.023812365591397988
938,-0.017360752688172276
939,-0.023812365591397988
940,-0.030263978494623922
941,-0.043167204301075346
942,-0.06574784946236578
943,-0.09155430107526907
944,-0.10445752688172072
945,-0.08187688172043028
946,-0.05929623655914007
947,-0.046393010752688424
948,-0.03348978494623678
949,-0.030263978494623922
950,-0.03348978494623678
951,-0.04961881720430128
952,-0.05607043010752699
953,-0.05607043010752699
954,-0.046393010752688424
955,-0.043167204301075346
956,-0.04961881720430128
957,-0.05929623655914007
958,-0.07542526881720457
959,-0.10123172043010764
960,-0.12381236559139808
961,-0.12058655913978522
962,-0.10445752688172072
963,-0.08510268817204314
964,-0.06897365591397864
965,-0.05607043010752699
966,-0.05607043010752699
967,-0.06252204301075293
968,-0.07865107526881743
969,-0.08187688172043028
970,-0.07542526881720457
971,-0.06252204301075293
972,-0.05929623655914007
973,-0.06574784946236578
974,-0.07865107526881743
975,-0.09800591397849479
976,-0.12058655913978522
977,-0.13348978494623664
978,-0.12381236559139808
979,-0.10123172043010764
980,-0.08187688172043028
981,-0.0721994623655915
982,-0.05929623655914007
983,-0.05929623655914007
984,-0.06897365591397864
985,-0.07865107526881743
986,-0.07542526881720457
987,-0.06574784946236578
988,-0.05607043010752699
989,-0.05929623655914007
990,-0.06574784946236578
991,-0.08187688172043028
992,-0.10445752688172072
993,-0.1302639784946238
994,-0.13348978494623664
995,-0.11413494623655929
996,-0.09155430107526907
997,-0.07865107526881743
998,-0.06574784946236578
999,-0.05929623655914007
1000,-0.06252204301075293
1001,-0.07542526881720457
1002,-0.08187688172043028
1003,-0.07542526881720457
1004,-0.06252204301075293
1005,-0.05929623655914007
1006,-0.06252204301075293
1007,-0.0721994623655915
1008,-0.09155430107526907
1009,-0.11090913978494643
1010,-0.1302639784946238
1011,-0.12703817204301093
1012,-0.10445752688172072
1013,-0.08510268817204314
1014,-0.06897365591397864
1015,-0.05929623655914007
1016,-0.05607043010752699
1017,-0.05929623655914007
1018,-0.0721994623655915
1019,-0.07865107526881743
1020,-0.06897365591397864
1021,-0.05607043010752699
1022,-0.05607043010752699
1023,-0.06252204301075293
1024,-0.07542526881720457
1025,-0.09800591397849479
1026,-0.12058655913978522
1027,-0.1302639784946238
1028,-0.11736075268817214
1029,-0.09478010752688193
1030,-0.07865107526881743
1031,-0.06574784946236578
1032,-0.05607043010752699
1033,-0.05929623655914007
1034,-0.06897365591397864
1035,-0.07865107526881743
1036,-0.0721994623655915
1037,-0.05929623655914007
1038,-0.05607043010752699
1039,-0.05607043010752699
1040,-0.05929623655914007
1041,-0.0721994623655915
1042,-0.09155430107526907
1043,-0.11413494623655929
1044,-0.12058655913978522
1045,-0.10445752688172072
1046,-0.07865107526881743
1047,-0.06574784946236578
1048,-0.04961881720430128
1049,-0.043167204301075346
1050,-0.04961881720430128
1051,-0.05607043010752699
1052,-0.06574784946236578
1053,-0.05929623655914007
1054,-0.04961881720430128
1055,-0.046393010752688424
1056,-0.052844623655914136
1057,-0.05929623655914007
1058,-0.07865107526881743
1059,-0.10123172043010764
1060,-0.12058655913978522
1061,-0.11413494623655929
1062,-0.09155430107526907
1063,-0.0721994623655915
1064,-0.05607043010752699
1065,-0.043167204301075346
1066,-0.03994139784946249
1067,-0.046393010752688424
1068,-0.05929623655914007
1069,-0.05929623655914007
1070,-0.04961881720430128
1071,-0.03994139784946249
1072,-0.036715591397849634
1073,-0.043167204301075346
1074,-0.052844623655914136
1075,-0.0721994623655915
1076,-0.09478010752688193
1077,-0.10768333333333358
1078,-0.09478010752688193
1079,-0.07542526881720457
1080,-0.052844623655914136
1081,-0.03348978494623678
1082,-0.023812365591397988
1083,-0.030263978494623922
1084,-0.043167204301075346
1085,-0.052844623655914136
1086,-0.04961881720430128
1087,-0.036715591397849634
1088,-0.027038172043010844
1089,-0.027038172043010844
1090,-0.030263978494623922
1091,-0.043167204301075346
1092,-0.06574784946236578
1093,-0.09155430107526907
1094,-0.09478010752688193
1095,-0.07865107526881743
1096,-0.05607043010752699
1097,-0.036715591397849634
1098,-0.023812365591397988
1099,-0.017360752688172276
1100,-0.020586559139785132
1101,-0.030263978494623922
1102,-0.036715591397849634
1103,-0.03348978494623678
1104,-0.023812365591397988
1105,-0.020586559139785132
1106,-0.023812365591397988
1107,-0.03348978494623678
1108,-0.05607043010752699
1109,-0.07865107526881743
1110,-0.09478010752688193
1111,-0.08510268817204314
1112,-0.06252204301075293
1113,-0.03994139784946249
1114,-0.017360752688172276
1115,-0.00445752688172063
1116,0.0019940860215053036
1117,-0.00445752688172063
1118,-0.01413494623655942
1119,-0.01413494623655942
1120,-0.00445752688172063
1121,0.011671505376343871
1122,0.011671505376343871
1123,0.011671505376343871
1124,-0.0012317204301077744
1125,-0.020586559139785132
1126,-0.043167204301075346
1127,-0.052844623655914136
1128,-0.036715591397849634
1129,-0.017360752688172276
1130,0.0019940860215053036
1131,0.02134892473118266
1132,0.027800537634408373
1133,0.027800537634408373
1134,0.018123118279569805
1135,0.008445698924731015
1136,0.011671505376343871
1137,0.02134892473118266
1138,0.027800537634408373
1139,0.027800537634408373
1140,0.018123118279569805
1141,0.0019940860215053036
1142,-0.017360752688172276
1143,-0.046393010752688424
1144,-0.052844623655914136
1145,-0.036715591397849634
1146,-0.017360752688172276
1147,-0.0012317204301077744
1148,0.008445698924731015
1149,0.011671505376343871
1150,0.008445698924731015
1151,-0.00445752688172063
1152,-0.020586559139785132
1153,-0.017360752688172276
1154,-0.00445752688172063
1155,-0.00445752688172063
1156,-0.017360752688172276
1157,-0.03348978494623678
1158,-0.052844623655914136
1159,-0.07865107526881743
1160,-0.10123172043010764
1161,-0.10445752688172072
1162,-0.088328494623656
1163,-0.06897365591397864
1164,-0.05607043010752699
1165,-0.046393010752688424
1166,-0.03994139784946249
1167,-0.046393010752688424
1168,-0.05929623655914007
1169,-0.05929623655914007
1170,-0.04961881720430128
1171,-0.036715591397849634
1172,-0.03348978494623678
1173,-0.03994139784946249
1174,-0.04961881720430128
1175,-0.06897365591397864
1176,-0.09478010752688193
