14;503
15;502
0;503
1;504
2;505
3;505
4;504
5;501
6;498
7;495
8;496
9;499
10;502
11;503
12;504
13;505
14;504
15;503
0;503
1;504
2;505
3;504
4;503
5;502
6;499
7;495
8;494
9;496
10;499
11;501
12;503
13;504
14;504
15;503
0;503
1;504
2;505
3;506
4;505
5;504
6;501
7;498
8;495
9;496
10;499
11;502
12;504
13;505
14;506
15;505
0;503
1;503
2;504
3;505
4;505
5;505
6;504
7;501
8;497
9;496
10;497
11;500
12;503
13;504
14;505
15;505
0;504
1;503
2;503
3;505
4;506
5;506
6;505
7;503
8;500
9;498
10;497
11;500
12;503
13;504
14;505
15;506
0;505
1;504
2;503
3;503
4;505
5;506
6;505
7;504
8;503
9;500
10;497
11;498
12;501
13;504
14;506
15;508
0;508
1;508
2;505
3;504
4;506
5;508
6;508
7;507
8;505
9;503
10;500
11;498
12;499
13;503
14;505
15;507
0;508
1;508
2;507
3;505
4;505
5;507
6;508
7;508
8;506
9;504
10;502
11;499
12;498
13;500
14;504
15;506
0;508
1;508
2;508
3;507
4;506
5;507
6;509
7;510
8;509
9;507
10;505
11;502
12;499
13;499
14;501
15;504
0;506
1;508
2;508
3;507
4;507
5;506
6;506
7;508
8;508
9;507
10;505
11;502
12;499
13;497
14;499
15;503
0;505
1;507
2;508
3;508
4;507
5;505
6;506
7;508
8;509
9;508
10;507
11;505
12;502
13;499
14;498
15;500
0;503
1;505
2;507
3;508
4;508
5;507
6;506
7;506
8;507
9;508
10;508
11;507
12;505
13;502
14;500
15;501
0;504
1;507
2;509
3;509
4;510
5;509
6;507
7;507
8;508
9;510
10;510
11;508
12;507
13;504
14;501
15;499
0;501
1;504
2;508
3;509
4;510
5;511
6;510
7;509
8;510
9;512
10;514
11;514
12;513
13;512
14;509
15;507
0;508
1;511
2;514
3;516
4;518
5;519
6;518
7;516
8;515
9;516
10;518
11;517
12;516
13;515
14;512
15;509
0;505
1;505
2;507
3;510
4;511
5;512
6;512
7;510
8;508
9;507
10;508
11;508
12;508
13;506
14;504
15;501
0;497
1;494
2;496
3;499
4;502
5;504
6;504
7;504
8;503
9;502
10;502
11;504
12;506
13;505
14;503
15;501
0;498
1;495
2;494
3;497
4;501
5;503
6;504
7;504
8;504
9;502
10;500
11;502
12;503
13;504
14;504
15;503
0;500
1;497
2;495
3;496
4;499
5;502
6;503
7;504
8;504
9;503
10;501
11;500
12;502
13;503
14;504
15;502
0;501
1;498
2;495
3;494
4;496
5;499
6;502
7;503
8;504
9;504
10;502
11;501
12;501
13;504
14;505
15;506
0;504
1;503
2;500
3;497
4;497
5;501
6;504
7;506
8;508
9;508
10;508
11;508
12;507
13;507
14;509
15;511
0;512
1;513
2;513
3;512
4;512
5;515
6;521
7;528
8;534
9;539
10;542
11;543
12;545
13;548
14;551
15;555
0;555
1;551
2;544
3;536
4;527
5;520
6;517
7;514
8;511
9;508
10;505
11;503
12;499
13;496
14;494
15;491
0;487
1;481
2;474
3;467
4;460
5;455
6;454
7;456
8;459
9;460
10;459
11;458
12;455
13;452
14;451
15;452
0;454
1;455
2;455
3;455
4;455
5;454
6;454
7;457
8;463
9;469
10;474
11;477
12;480
13;480
14;482
15;484
0;488
1;492
2;494
3;495
4;496
5;495
6;494
7;494
8;497
9;502
10;506
11;509
12;512
13;512
14;512
15;512
0;513
1;515
2;517
3;518
4;517
5;515
6;512
7;509
8;509
9;512
10;515
11;518
12;519
13;521
14;521
15;520
0;519
1;521
2;523
3;524
4;523
5;522
6;519
7;515
8;513
9;514
10;518
11;521
12;522
13;524
14;524
15;522
0;521
1;521
2;522
3;522
4;522
5;521
6;520
7;518
8;515
9;513
10;515
11;518
12;521
13;523
14;524
15;524
0;522
1;521
2;522
3;523
4;525
5;524
6;523
7;521
8;518
9;515
10;516
11;519
12;522
13;524
14;526
15;527
0;526
1;525
2;525
3;525
4;526
5;527
6;526
7;525
8;522
9;519
10;518
11;518
12;521
13;525
14;527
15;527
0;527
1;526
2;525
3;526
4;527
5;528
6;528
7;527
8;525
9;521
10;519
11;517
12;520
13;523
14;526
15;527
0;527
1;527
2;526
3;525
4;526
5;527
6;528
7;527
8;526
9;524
10;522
11;519
12;518
13;521
14;524
15;527
0;529
1;530
2;528
3;527
4;527
5;528
6;529
7;529
8;527
9;526
10;524
11;522
12;520
13;521
14;525
15;528
0;529
1;531
2;531
3;530
4;529
5;529
6;530
7;532
8;532
9;530
10;528
11;525
12;523
13;522
14;524
15;528
0;530
1;531
2;532
3;532
4;531
5;529
6;530
7;530
8;531
9;529
10;528
11;526
12;523
13;519
14;519
15;522
0;524
1;526
2;528
3;528
4;527
5;526
6;525
7;525
8;525
9;525
10;524
11;521
12;518
13;514
14;512
15;513
0;515
1;517
2;518
3;518
4;517
5;515
6;513
7;512
8;512
9;513
10;512
11;511
12;508
13;504
14;499
15;497
0;499
1;501
2;502
3;503
4;502
5;502
6;499
7;496
8;495
9;496
10;496
11;494
12;492
13;490
14;486
15;483
0;482
1;484
2;487
3;489
4;489
5;489
6;487
7;486
8;486
9;486
10;487
11;487
12;486
13;483
14;481
15;478
0;475
1;477
2;480
3;483
4;484
5;484
6;484
7;483
8;482
9;483
10;484
11;486
12;485
13;484
14;482
15;479
0;476
1;475
2;478
3;480
4;482
5;483
6;484
7;484
8;483
9;481
10;483
11;484
12;486
13;485
14;483
15;481
0;478
1;476
2;476
3;479
4;482
5;484
6;486
7;487
8;486
9;485
10;484
11;486
12;487
13;487
14;487
15;486
0;484
1;481
2;479
3;481
4;485
5;487
6;488
7;489
8;489
9;488
10;488
11;488
12;490
13;492
14;491
15;489
0;488
1;487
2;484
3;483
4;486
5;489
6;492
7;494
8;495
9;495
10;494
11;493
12;494
13;495
14;496
15;495
0;495
1;492
2;489
3;486
4;487
5;490
6;493
7;495
8;496
9;497
10;496
11;495
12;494
13;496
14;497
15;497
0;497
1;495
2;493
3;490
4;487
5;489
6;492
7;495
8;496
9;498
10;498
11;497
12;496
13;496
14;498
15;500
0;500
1;499
2;497
3;495
4;492
5;491
6;494
7;497
8;499
9;501
10;502
11;502
12;500
13;499
14;500
15;502
0;503
1;502
2;500
3;499
4;496
5;493
6;493
7;496
8;500
9;502
10;503
11;504
12;503
13;502
14;502
15;503
0;505
1;504
2;504
3;502
4;498
5;495
6;494
7;496
8;499
9;502
10;503
11;504
12;504
13;502
14;501
15;501
0;503
1;505
2;505
3;504
4;501
5;498
6;495
7;494
8;497
9;500
10;503
11;505
12;505
13;504
14;504
15;502
0;504
1;504
2;505
3;505
4;504
5;502
6;498
7;495
8;496
9;499
10;503
11;504
12;506
13;506
14;505
15;504
0;504
1;505
2;507
3;506
4;506
5;504
6;501
7;497
8;496
9;497
10;501
11;504
12;505
13;506
14;505
15;504
0;503
1;503
2;505
3;505
4;505
5;504
6;503
7;499
8;497
9;496
10;499
11;502
12;504
13;505
14;505
15;505
0;504
1;504
2;505
3;506
4;507
5;506
6;504
7;502
8;499
9;496
10;497
11;499
12;503
13;504
14;506
15;506
0;505
1;504
2;503
3;505
4;507
5;507
6;505
7;504
8;501
9;498
10;496
11;498
12;501
13;504
14;505
15;506
0;506
1;504
2;503
3;503
4;504
5;505
6;504
7;503
8;501
9;498
10;496
11;496
12;499
13;503
14;505
15;506
0;508
1;507
2;506
3;505
4;506
5;508
6;508
7;507
8;505
9;504
10;500
11;498
12;498
13;502
14;505
15;506
0;508
1;508
2;507
3;506
4;505
5;507
6;509
7;508
8;507
9;505
10;502
11;499
12;497
13;499
14;502
15;505
0;507
1;508
2;507
3;505
4;503
5;504
6;505
7;506
8;506
9;505
10;503
11;500
12;497
13;496
14;499
15;503
0;504
1;505
2;505
3;505
4;504
5;504
6;504
7;507
8;508
9;507
10;505
11;502
12;499
13;497
14;498
15;501
0;504
1;506
2;508
3;508
4;507
5;506
6;505
7;507
8;509
9;509
10;508
11;506
12;504
13;500
14;499
15;501
0;504
1;508
2;509
3;510
4;510
5;509
6;508
7;508
8;510
9;511
10;510
11;509
12;507
13;504
14;500
15;499
0;503
1;506
2;509
3;510
4;511
5;511
6;510
7;509
8;510
9;512
10;513
11;513
12;513
13;512
14;509
15;507
0;508
1;512
2;515
3;516
4;519
5;519
6;518
7;516
8;516
9;517
10;518
11;517
12;515
13;512
14;509
15;505
0;503
1;504
2;506
3;509
4;510
5;510
6;510
7;507
8;505
9;504
10;505
11;505
12;504
13;503
14;500
15;497
0;493
1;493
2;496
3;499
4;501
5;502
6;503
7;503
8;502
9;500
10;501
11;502
12;503
13;502
14;500
15;498
0;495
1;492
2;494
3;497
4;501
5;502
6;503
7;503
8;502
9;501
10;500
11;502
12;503
13;502
14;501
15;499
0;496
1;493
2;492
3;494
4;498
5;501
6;502
7;503
8;503
9;502
10;500
11;501
12;503
13;504
14;504
15;502
0;501
1;498
2;496
3;496
4;498
5;502
6;504
7;505
8;506
9;506
10;505
11;504
12;504
13;506
14;506
15;506
0;505
1;503
2;499
3;497
4;499
5;503
6;507
7;509
8;510
9;511
10;509
11;508
12;508
13;510
14;513
15;514
0;515
1;515
2;514
3;514
4;516
5;521
6;528
7;534
8;540
9;544
10;546
11;548
12;550
13;552
14;556
15;556
0;553
1;547
2;540
3;531
4;523
5;517
6;514
7;512
8;508
9;506
10;504
11;501
12;498
13;495
14;492
15;488
0;482
1;475
2;467
3;461
4;455
5;452
6;453
7;455
8;456
9;456
10;455
11;455
12;452
13;451
14;451
15;454
0;456
1;456
2;456
3;456
4;456
5;455
6;455
7;460
8;465
9;471
10;476
11;479
12;481
13;482
14;483
15;486
0;490
1;494
2;495
3;496
4;496
5;495
6;494
7;496
8;500
9;504
10;508
11;511
12;512
13;513
14;512
15;512
0;514
1;516
2;517
3;516
4;515
5;513
6;510
7;509
8;512
9;516
10;519
11;521
12;523
13;524
14;523
15;521
0;521
1;523
2;524
3;523
4;523
5;521
6;518
7;515
8;513
9;516
10;519
11;521
12;522
13;523
14;523
15;521
0;521
1;521
2;523
3;523
4;523
5;521
6;519
7;517
8;514
9;515
10;519
11;521
12;523
13;524
14;524
15;523
0;523
1;522
2;523
3;525
4;525
5;524
6;523
7;520
8;518
9;515
10;516
11;519
12;521
13;523
14;524
15;524
0;523
1;522
2;523
3;524
4;525
5;524
6;523
7;521
8;518
9;514
10;513
11;516
12;519
13;521
14;523
15;524
0;524
1;524
2;523
3;524
4;526
5;526
6;525
7;524
8;523
9;520
10;517
11;517
12;520
13;523
14;524
15;527
0;527
1;527
2;525
3;524
4;525
5;526
6;526
7;525
8;524
9;521
10;519
11;517
12;519
13;522
14;525
15;527
0;528
1;527
2;527
3;526
4;526
5;528
6;530
7;530
8;529
9;527
10;524
11;521
12;520
13;524
14;527
15;530
0;532
1;533
2;533
3;531
4;531
5;531
6;533
7;534
8;534
9;532
10;530
11;527
12;524
13;524
14;527
15;531
0;534
1;535
2;536
3;534
4;533
5;531
6;532
7;533
8;532
9;531
10;528
11;526
12;522
13;519
14;520
15;524
0;527
1;527
2;529
3;528
4;526
5;524
6;524
7;526
8;527
9;526
10;524
11;522
12;518
13;515
14;512
15;515
0;518
1;519
2;521
3;520
4;519
5;516
6;514
7;514
8;514
9;514
10;512
11;510
12;507
13;503
14;498
15;497
0;499
1;502
2;502
3;502
4;501
5;499
6;497
7;496
8;496
9;497
10;496
11;495
12;493
13;490
14;486
15;482
0;483
1;485
2;487
3;488
4;488
5;487
6;486
7;484
8;483
9;486
10;487
11;487
12;486
13;483
14;480
15;477
0;476
1;479
2;481
3;483
4;485
5;486
6;485
7;484
8;483
9;484
10;485
11;486
12;485
13;484
14;482
15;478
0;476
1;477
2;480
3;483
4;485
5;486
6;486
7;484
8;483
9;483
10;485
11;486
12;486
13;485
14;484
15;481
0;479
1;478
2;480
3;484
4;487
5;489
6;490
7;489
8;488
9;487
10;487
11;488
12;489
13;489
14;488
15;487
0;483
1;481
2;480
3;483
4;487
5;489
6;491
7;492
8;491
9;489
10;489
11;489
12;491
13;492
14;491
15;490
0;487
1;484
2;482
3;483
4;487
5;490
6;492
7;493
8;494
9;493
10;492
11;492
12;493
13;495
14;495
15;494
0;492
1;489
2;486
3;484
4;486
5;490
6;493
7;494
8;496
9;497
10;495
11;494
12;494
13;496
14;497
15;497
0;496
1;494
2;491
3;488
4;487
5;491
6;494
7;496
8;498
9;499
10;499
11;498
12;497
13;498
14;500
15;500
0;500
1;499
2;496
3;492
4;489
5;491
6;494
7;497
8;499
9;502
10;502
11;502
12;501
13;501
14;502
15;503
0;503
1;502
2;500
3;498
4;495
5;494
6;496
7;499
8;501
9;503
10;505
11;505
12;505
13;503
14;503
15;504
0;505
1;504
2;503
3;501
4;498
5;495
6;495
7;497
8;501
9;504
10;505
11;506
12;504
13;503
14;502
15;503
0;504
1;505
2;504
3;504
4;501
5;498
6;495
7;496
8;499
9;502
10;503
11;504
12;504
13;504
14;503
15;503
0;504
1;505
2;505
3;504
4;502
5;500
6;497
7;496
8;498
9;501
10;503
11;505
12;507
13;506
14;505
15;504
0;504
1;506
2;507
3;507
4;506
5;504
6;502
7;498
8;498
9;500
10;504
11;506
12;507
13;508
14;506
15;504
0;503
1;504
2;506
3;507
4;506
5;505
6;503
7;499
8;497
9;497
10;501
11;504
12;506
13;506
14;507
15;505
0;504
1;504
2;505
3;507
4;508
5;506
6;505
7;501
8;497
9;496
10;498
11;501
12;503
13;505
14;507
15;506
0;505
1;504
2;505
3;507
4;508
5;508
6;507
7;504
8;502
9;499
10;498
11;502
12;505
13;508
14;509
15;509
0;508
1;506
2;505
3;507
4;508
5;507
6;506
7;505
8;503
9;499
10;497
11;497
12;500
13;503
14;505
15;506
0;505
1;504
2;503
3;503
4;504
5;505
6;504
7;504
8;503
9;500
10;497
11;496
12;498
13;502
14;504
15;506
0;508
1;508
2;506
3;505
4;505
5;506
6;507
7;506
8;504
9;503
10;499
11;497
12;496
13;500
14;503
15;505
0;507
1;507
2;507
3;504
4;504
5;505
6;507
7;508
8;508
9;506
10;503
11;499
12;496
13;498
14;501
15;504
0;506
1;508
2;509
3;508
4;507
5;507
6;508
7;510
8;509
9;507
10;505
11;503
12;499
13;499
14;502
15;505
0;508
1;509
2;510
3;509
4;508
5;507
6;507
7;509
8;510
9;509
10;508
11;505
12;502
13;500
14;500
15;503
0;507
1;508
2;510
3;509
4;508
5;507
6;507
7;508
8;510
9;511
10;510
11;509
12;508
13;504
14;503
15;504
0;508
1;511
2;514
3;515
4;515
5;515
6;513
7;514
8;516
9;518
10;518
11;517
12;515
13;512
14;510
15;508
0;510
1;513
2;515
3;515
4;516
5;514
6;512
7;511
8;511
9;513
10;513
11;511
12;510
13;507
14;503
15;499
0;498
1;500
2;503
3;504
4;504
5;505
6;504
7;502
8;501
9;501
10;502
11;503
12;502
13;500
14;497
15;495
0;493
1;494
2;498
3;501
4;503
5;504
6;504
7;502
8;501
9;501
10;503
11;504
12;504
13;503
14;501
15;499
0;496
1;495
2;497
3;501
4;503
5;504
6;505
7;505
8;504
9;502
10;502
11;504
12;504
13;504
14;503
15;500
0;496
1;494
2;494
3;497
4;501
5;503
6;504
7;505
8;504
9;503
10;502
11;503
12;504
13;505
14;503
15;502
0;500
1;497
2;495
3;496
4;500
5;503
6;505
7;507
8;507
9;507
10;506
11;506
12;508
13;510
14;510
15;509
0;507
1;504
2;501
3;500
4;504
5;508
6;513
7;516
8;519
9;522
10;523
11;524
12;528
13;534
14;539
15;541
0;543
1;543
2;543
3;543
4;545
5;549
6;551
7;549
8;545
9;540
10;533
11;526
12;519
13;515
14;512
15;508
0;504
1;501
2;497
3;491
4;485
5;481
6;479
7;475
8;471
9;468
10;465
11;462
12;460
13;459
14;459
15;458
0;456
1;453
2;451
3;447
4;444
5;444
6;448
7;452
8;456
9;459
10;461
11;463
12;464
13;466
14;469
15;473
0;476
1;477
2;478
3;478
4;477
5;477
6;480
7;485
8;490
9;494
10;497
11;500
12;502
13;502
14;503
15;505
0;509
1;511
2;512
3;511
4;510
5;508
6;507
7;509
8;512
9;516
10;519
11;520
12;520
13;519
14;519
15;519
0;522
1;524
2;524
3;523
4;521
5;518
6;515
7;514
8;517
9;521
10;524
11;525
12;526
13;526
14;524
15;524
0;525
1;526
2;527
3;526
4;524
5;521
6;518
7;516
8;517
9;520
10;523
11;525
12;526
13;526
14;525
15;523
0;523
1;524
2;525
3;526
4;524
5;522
6;520
7;517
8;515
9;516
10;520
11;523
12;524
13;525
14;525
15;523
0;521
1;522
2;524
3;525
4;525
5;524
6;522
7;519
8;515
9;514
10;518
11;521
12;523
13;524
14;526
15;525
0;524
1;524
2;524
3;526
4;527
5;526
6;524
7;522
8;519
9;515
10;516
11;519
12;522
13;524
14;524
15;525
0;524
1;523
2;523
3;524
4;526
5;526
6;525
7;524
8;521
9;519
10;517
11;519
12;523
13;525
14;527
15;528
0;528
1;527
2;527
3;527
4;528
5;528
6;528
7;527
8;526
9;523
10;520
11;519
12;523
13;526
14;528
15;530
0;531
1;531
2;530
3;529
4;531
5;532
6;532
7;531
8;530
9;528
10;525
11;522
12;524
13;527
14;531
15;533
0;534
1;534
2;533
3;532
4;531
5;532
6;535
7;534
8;533
9;531
10;528
11;525
12;523
13;524
14;528
15;530
0;532
1;533
2;531
3;530
4;528
5;528
6;529
7;530
8;528
9;527
10;524
11;520
12;517
13;516
14;518
15;521
0;523
1;524
2;524
3;523
4;519
5;518
6;518
7;519
8;519
9;517
10;515
11;512
12;507
13;503
14;502
15;504
0;506
1;507
2;507
3;507
4;504
5;502
6;501
7;501
8;502
9;499
10;497
11;495
12;491
13;487
14;485
15;487
0;489
1;491
2;492
3;492
4;491
5;489
6;487
7;488
8;489
9;489
10;488
11;486
12;484
13;481
14;478
15;477
0;480
1;482
2;484
3;486
4;486
5;484
6;482
7;481
8;482
9;483
10;484
11;483
12;482
13;480
14;477
15;474
0;476
1;478
2;481
3;483
4;484
5;484
6;483
7;481
8;481
9;483
10;485
11;485
12;484
13;483
14;481
15;478
0;476
1;478
2;481
3;484
4;486
5;487
6;487
7;486
8;486
9;487
10;488
11;490
12;489
13;488
14;486
15;483
0;480
1;480
2;483
3;487
4;488
5;490
6;491
7;490
8;489
9;487
10;489
11;491
12;492
13;490
14;489
15;487
0;484
1;481
2;482
3;486
4;489
5;491
6;493
7;494
8;492
9;490
10;490
11;492
12;492
13;492
14;492
15;491
0;489
1;486
2;485
3;487
4;491
5;494
6;496
7;496
8;496
9;496
10;495
11;496
12;497
13;499
14;499
15;497
0;496
1;492
2;488
3;488
4;492
5;495
6;497
7;499
8;500
9;499
10;497
11;497
12;499
13;500
14;501
15;500
0;499
1;496
2;494
3;491
4;492
5;496
6;499
7;500
8;502
9;503
10;502
11;501
12;501
13;502
14;504
15;503
0;501
1;499
2;496
3;494
4;492
5;495
6;499
7;501
8;502
9;503
10;502
11;501
12;500
13;501
14;503
15;504
0;503
1;502
2;500
3;497
4;495
5;494
6;497
7;501
8;503
9;504
10;505
11;504
12;503
13;501
14;503
15;506
0;506
1;504
2;503
3;500
4;497
5;495
6;496
7;500
8;503
9;504
10;505
11;506
12;504
13;502
14;502
15;504
0;505
1;505
2;504
3;503
4;501
5;499
6;497
7;499
8;503
9;506
10;507
11;508
12;507
13;506
14;505
15;505
0;508
1;509
2;508
3;507
4;504
5;501
6;498
7;498
8;501
9;504
10;507
11;507
12;508
13;507
14;506
15;505
0;506
1;508
2;509
3;509
4;506
5;504
6;500
7;498
8;499
9;503
10;505
11;507
12;508
13;508
14;507
15;505
0;505
1;507
2;507
3;507
4;506
5;504
6;502
7;499
8;499
9;501
10;504
11;506
12;508
13;508
14;508
15;505
0;504
1;505
2;507
3;508
4;508
5;506
6;504
7;501
8;498
9;498
10;502
11;505
12;506
13;507
14;507
15;506
0;504
1;504
2;505
3;507
4;508
5;506
6;504
7;501
8;499
9;496
10;497
11;502
12;505
13;507
14;508
15;507
0;506
1;504
2;504
3;505
4;507
5;506
6;505
7;503
8;499
9;496
10;496
11;498
12;502
13;504
14;505
15;507
0;506
1;504
2;504
3;504
4;506
5;507
6;506
7;505
8;503
9;500
10;497
11;496
12;499
13;502
14;504
15;505
0;506
1;505
2;504
3;503
4;504
5;505
6;506
7;504
8;503
9;500
10;497
11;495
12;497
13;500
14;503
15;505
0;506
1;507
2;505
3;504
4;505
5;507
6;509
7;508
8;506
9;505
10;502
11;499
12;498
13;500
14;504
15;507
0;508
1;510
2;509
3;508
4;507
5;507
6;508
7;509
8;509
9;507
10;504
11;502
12;499
13;499
14;503
15;508
0;510
1;512
2;513
3;513
4;512
5;512
6;514
7;516
8;516
9;516
10;515
11;512
12;509
13;508
14;509
15;512
0;515
1;516
2;517
3;516
4;514
5;513
6;512
7;513
8;514
9;513
10;512
11;509
12;505
13;500
14;499
15;501
0;503
1;506
2;507
3;507
4;506
5;504
6;503
7;503
8;504
9;505
10;503
11;501
12;499
13;495
14;492
15;492
0;496
1;499
2;501
3;501
4;502
5;500
6;499
7;499
8;500
9;501
10;502
11;501
12;499
13;497
14;494
15;491
0;492
1;496
2;499
3;500
4;501
5;500
6;499
7;497
8;498
9;500
10;502
11;502
12;500
13;499
14;496
15;493
0;492
1;495
2;498
3;500
4;502
5;503
6;503
7;502
8;500
9;502
10;504
11;505
12;504
13;503
14;500
15;498
0;495
1;496
2;499
3;502
4;503
5;504
6;504
7;502
8;502
9;503
10;505
11;507
12;508
13;507
14;506
15;504
0;501
1;499
2;502
3;505
4;508
5;511
6;513
7;515
8;515
9;515
10;518
11;521
12;525
13;528
14;530
15;532
0;533
1;533
2;535
3;540
4;546
5;551
6;554
7;554
8;550
9;544
10;538
11;533
12;529
13;525
14;519
15;512
0;505
1;499
2;494
3;494
4;495
5;495
6;492
7;487
8;482
9;474
10;467
11;463
12;463
13;463
14;463
15;460
0;456
1;451
2;446
3;443
4;443
5;446
6;449
7;452
8;455
9;455
10;456
11;457
12;460
13;463
14;467
15;470
0;472
1;472
2;471
3;470
4;471
5;476
6;481
7;486
8;490
9;493
10;494
11;495
12;497
13;500
14;503
15;506
0;508
1;508
2;508
3;506
4;504
5;505
6;510
7;514
8;516
9;519
10;520
11;519
12;519
13;518
14;519
15;521
0;521
1;521
2;520
3;518
4;515
5;513
6;515
7;518
8;521
9;523
10;524
11;525
12;523
13;521
14;521
15;522
0;524
1;523
2;521
3;520
4;517
5;513
6;512
7;516
8;519
9;523
10;524
11;525
12;524
13;523
14;522
15;522
0;524
1;525
2;524
3;524
4;521
5;518
6;514
7;515
8;519
9;522
10;524
11;524
12;524
13;523
14;522
15;521
0;523
1;524
2;524
3;523
4;521
5;519
6;516
7;513
8;515
9;519
10;522
11;524
12;525
13;525
14;524
15;523
0;523
1;524
2;525
3;525
4;524
5;523
6;520
7;517
8;516
9;518
10;522
11;523
12;525
13;526
14;525
15;524
0;522
1;523
2;524
3;524
4;524
5;523
6;521
7;518
8;516
9;517
10;520
11;523
12;524
13;526
14;526
15;525
0;524
1;525
2;526
3;528
4;529
5;527
6;526
7;523
8;520
9;518
10;520
11;525
12;527
13;529
14;531
15;531
0;529
1;528
2;529
3;531
4;532
5;531
6;530
7;529
8;525
9;522
10;523
11;526
12;529
13;531
14;532
15;534
0;533
1;531
2;530
3;531
4;533
5;534
6;534
7;531
8;529
9;526
10;523
11;524
12;527
13;530
14;531
15;532
0;532
1;530
2;528
3;529
4;530
5;532
6;531
7;530
8;528
9;524
10;521
11;519
12;520
13;523
14;525
15;526
0;527
1;526
2;524
3;522
4;521
5;522
6;522
7;521
8;518
9;515
10;511
11;507
12;506
13;508
14;510
15;511
0;512
1;512
2;511
3;508
4;507
5;506
6;507
7;506
8;504
9;502
10;498
11;494
12;490
13;490
14;492
15;495
0;496
1;496
2;495
3;493
4;491
5;491
6;491
7;492
8;491
9;488
10;486
11;483
12;479
13;477
14;479
15;482
0;483
1;485
2;486
3;485
4;484
5;482
6;483
7;484
8;485
9;484
10;483
11;481
12;479
13;476
14;475
15;477
0;480
1;483
2;484
3;484
4;483
5;482
6;481
7;482
8;483
9;484
10;483
11;482
12;480
13;477
14;475
15;476
0;479
1;482
2;484
3;486
4;486
5;485
6;484
7;484
8;486
9;487
10;487
11;485
12;484
13;481
14;479
15;477
0;480
1;483
2;487
3;489
4;489
5;489
6;488
7;487
8;489
9;491
10;492
11;492
12;490
13;488
14;486
15;483
0;482
1;486
2;489
3;491
4;493
5;494
6;493
7;492
8;492
9;493
10;495
11;496
12;495
13;494
14;492
15;489
0;486
1;488
2;492
3;494
4;496
5;498
6;497
7;497
8;496
9;495
10;497
11;499
12;499
13;498
14;497
15;494
0;491
1;489
2;492
3;495
4;498
5;499
6;500
7;500
8;499
9;498
10;498
11;500
12;502
13;502
14;500
15;498
0;496
1;494
2;494
3;496
4;499
5;501
6;503
7;504
8;503
9;502
10;501
11;502
12;503
13;503
14;502
15;501
0;498
1;495
2;493
3;494
4;497
5;500
6;503
7;504
8;505
9;505
10;503
11;502
12;503
13;505
14;505
15;503
0;501
1;498
2;495
3;494
4;497
5;500
6;504
7;505
8;505
9;505
10;504
11;503
