,0
0,1.6451612903225807
1,1.6387096774193548
2,1.635483870967742
3,1.632258064516129
4,1.6419354838709677
5,1.6451612903225807
6,1.6451612903225807
7,1.6419354838709677
8,1.6387096774193548
9,1.6290322580645162
10,1.6225806451612903
11,1.6193548387096774
12,1.6258064516129032
13,1.632258064516129
14,1.6387096774193548
15,1.6451612903225807
16,1.6483870967741936
17,1.6483870967741936
18,1.6419354838709677
19,1.6387096774193548
20,1.6451612903225807
21,1.6483870967741936
22,1.6516129032258065
23,1.6516129032258065
24,1.6483870967741936
25,1.6419354838709677
26,1.635483870967742
27,1.6258064516129032
28,1.6258064516129032
29,1.635483870967742
30,1.6451612903225807
31,1.6483870967741936
32,1.6483870967741936
33,1.6483870967741936
34,1.6483870967741936
35,1.6451612903225807
36,1.6387096774193548
37,1.6419354838709677
38,1.6483870967741936
39,1.6483870967741936
40,1.6483870967741936
41,1.6419354838709677
42,1.6387096774193548
43,1.632258064516129
44,1.6258064516129032
45,1.6290322580645162
46,1.6387096774193548
47,1.6516129032258065
48,1.6580645161290322
49,1.6612903225806452
50,1.664516129032258
51,1.6612903225806452
52,1.6612903225806452
53,1.6612903225806452
54,1.664516129032258
55,1.6709677419354838
56,1.6709677419354838
57,1.667741935483871
58,1.6612903225806452
59,1.6548387096774193
60,1.6483870967741936
61,1.6451612903225807
62,1.6483870967741936
63,1.6548387096774193
64,1.6612903225806452
65,1.664516129032258
66,1.664516129032258
67,1.6612903225806452
68,1.6548387096774193
69,1.6483870967741936
70,1.6483870967741936
71,1.6516129032258065
72,1.6580645161290322
73,1.6548387096774193
74,1.6483870967741936
75,1.6419354838709677
76,1.632258064516129
77,1.6193548387096774
78,1.6161290322580646
79,1.6258064516129032
80,1.6290322580645162
81,1.6290322580645162
82,1.6290322580645162
83,1.6290322580645162
84,1.6258064516129032
85,1.6193548387096774
86,1.6161290322580646
87,1.6161290322580646
88,1.6225806451612903
89,1.6225806451612903
90,1.6161290322580646
91,1.6096774193548387
92,1.603225806451613
93,1.5935483870967742
94,1.5870967741935484
95,1.5935483870967742
96,1.6
97,1.6096774193548387
98,1.6096774193548387
99,1.6129032258064515
100,1.6161290322580646
101,1.6129032258064515
102,1.6096774193548387
103,1.6096774193548387
104,1.6096774193548387
105,1.6193548387096774
106,1.6225806451612903
107,1.6161290322580646
108,1.6129032258064515
109,1.6064516129032258
110,1.6
111,1.5935483870967742
112,1.6
113,1.6096774193548387
114,1.6129032258064515
115,1.6193548387096774
116,1.6225806451612903
117,1.6193548387096774
118,1.6129032258064515
119,1.6096774193548387
120,1.6129032258064515
121,1.6193548387096774
122,1.6225806451612903
123,1.6225806451612903
124,1.6161290322580646
125,1.6096774193548387
126,1.603225806451613
127,1.596774193548387
128,1.5935483870967742
129,1.6
130,1.6096774193548387
131,1.6129032258064515
132,1.6193548387096774
133,1.6193548387096774
134,1.6161290322580646
135,1.6096774193548387
136,1.6096774193548387
137,1.6129032258064515
138,1.6193548387096774
139,1.6225806451612903
140,1.6193548387096774
141,1.6129032258064515
142,1.6064516129032258
143,1.6
144,1.5935483870967742
145,1.596774193548387
146,1.6064516129032258
147,1.6161290322580646
148,1.6225806451612903
149,1.6225806451612903
150,1.6258064516129032
151,1.6225806451612903
152,1.6129032258064515
153,1.6096774193548387
154,1.6161290322580646
155,1.6193548387096774
156,1.6225806451612903
157,1.6193548387096774
158,1.6129032258064515
159,1.6064516129032258
160,1.6
161,1.5935483870967742
162,1.6
163,1.6096774193548387
164,1.6193548387096774
165,1.6225806451612903
166,1.6225806451612903
167,1.6193548387096774
168,1.6129032258064515
169,1.6064516129032258
170,1.6064516129032258
171,1.6129032258064515
172,1.6161290322580646
173,1.6193548387096774
174,1.6225806451612903
175,1.6258064516129032
176,1.6258064516129032
177,1.6258064516129032
178,1.632258064516129
179,1.6516129032258065
180,1.6741935483870967
181,1.6935483870967742
182,1.7129032258064516
183,1.732258064516129
184,1.7483870967741935
185,1.7580645161290323
186,1.7741935483870968
187,1.793548387096774
188,1.8096774193548386
189,1.8258064516129031
190,1.832258064516129
191,1.8258064516129031
192,1.8096774193548386
193,1.7870967741935484
194,1.767741935483871
195,1.764516129032258
196,1.767741935483871
197,1.767741935483871
198,1.764516129032258
199,1.7580645161290323
200,1.7516129032258065
201,1.7451612903225806
202,1.738709677419355
203,1.735483870967742
204,1.732258064516129
205,1.732258064516129
206,1.7225806451612904
207,1.706451612903226
208,1.6903225806451614
209,1.664516129032258
210,1.6419354838709677
211,1.6161290322580646
212,1.603225806451613
213,1.603225806451613
214,1.596774193548387
215,1.5903225806451613
216,1.5838709677419356
217,1.570967741935484
218,1.5516129032258064
219,1.5258064516129033
220,1.5064516129032257
221,1.5
222,1.4903225806451612
223,1.4870967741935484
224,1.4806451612903226
225,1.4741935483870967
226,1.467741935483871
